Title,Date,Source
[1m인터뷰-신선아] 제 18번은 박정현의 '꿈에'랍니다~,2011.05.24,"손님들에게 옷을 추천해 주는 것이 좋았던 것 같아요. 그리고, 홈쇼핑 호스트가 한창 유행일 때는 쇼호스트에도 관심을 가졌었어요. Q. 올 여름 바캉스 어디로 갈 계획인지? A. 작년에는 모델 언니들이랑 호텔 수영장에서..."
"블링스타일, 옷맵시 연출 제안",2011.06.08,것을 추천했다. 가족과 함께 주말 나들이를 한다면 캐주얼한 이지룩 스타일을 제안했다. 헐거운 상의를 입어 복부의 군살을 가려주면서 하의는 밑단으로 갈수록 폭이 좁아지는 옷을 추천했다. 한편 ‘스트리트 온...
"산속 휴양지에서 도심 속까지 바캉스 룩, 어떻게 입을까?",2011.07.04,"코디하길 추천한다. 또한 여성의 경우 밝고 경쾌한 비비드 컬러의 오렌지, 레드 등 스트라이프가 강조된... 옷을 추천한다. 면과 폴리소재로 신축성과 편안함을 주며, 컬러 또한 생동감이 넘치는 블루와 핑크를 강조한 옷을..."
[프로의 세계] “행복해지는 방법 가르쳐 드려요”,2011.07.20,"의상 코디네이터가 그 사람에게 가장 어울리는 옷을 추천해 주고 찾아주듯, 책을 읽으려는 이들에게 어떤 책이 가장 좋을지 함께 찾고 추천해 주고 읽는 방법을 가르쳐주는 것이죠.” 자녀 교육에 관심이 많은 이들에게는..."
"""이 와인은 바디가 묵직하군""…무슨 소리?",2011.07.20,"연희동과 연남동의 카페, 이촌1동의 일식집, 서래마을의 와인 바와 레스토랑 등 카페 맛집 베이커리 잡화점 인테리어숍 옷가게 등 지역별 추천 가게들로 넘쳐난다. 박진주 지음, 416쪽, 1만8800원, 부즈펌 kje1321@newsis.com"
IT와 ET융합·교통·의료·치안 등 모든 일 자동 통제,2011.07.23,"백화점에 들어서는 순간 방문객의 취향정보를 읽은 전자시스템이 평소 좋아하는 스타일의 여름옷을 추천하고, 이를 판매하는 매장까지 스마트폰으로 음성 안내를 한다. 매장 앞에 도착하자 벽에 부착된 커다란..."
IT와 ET융합·교통·의료·치안 등 모든 일 자동 통제,2011.07.24,"백화점에 들어서는 순간 방문객의 취향정보를 읽은 전자시스템이 평소 좋아하는 스타일의 여름옷을 추천하고, 이를 판매하는 매장까지 스마트폰으로 음성 안내를 한다. 매장 앞에 도착하자 벽에 부착된 커다란..."
"빨라진 추석, 우리아이 가을옷 준비하세요",2011.08.22,"엄마들이 대화를 하면서 예쁜 아이 옷, 추천하는 아이 옷, 세일아동복, 질 좋은 아동복, 유아복쇼핑몰, 아동복쇼핑몰을 떠올렸을 때 바로 ‘아기자기’가 생각날 수 있도록 아기자기의 브랜드가치를 높이도록..."
"[남자, 날개를 달다] 쇼핑의 기술",2011.09.09,"즉 옷 쇼핑을 두려워하고, 귀찮아하는 사람들이다. 옷에 관심이 없다는 말은 자기 손으로 옷을 산 횟수가... 막연하게 유행하는 옷이나 잘 어울리는 옷을 추천해 달라고 하면 마음에 드는 옷을 고르기 힘들다. 자신의..."
"[길에서 만난 사람]서울 고궁, 가을의 밤",2011.10.19,용돈도 듬뿍 주시는 등 적극적인 지원으로 동네 한복집에서 제일 예쁜 옷으로 추천받아 입고 나왔습니다. 그런데 오히려 어머니를 비롯해 어른들이 더 즐거워하시는 듯했어요.” 일부러 우리 고궁에 대한 자료를 찾아...
"김태원, 시장표 꽃무늬 옷 입고 '로커 본능'",2011.11.06,"재료를 모두 구입한 윤형빈은 옷 가게를 지나면서 김태원에게 시장표 옷을 추천했고, 이를 본 김태원은 ""경규형에게 갖다 줄 것이니 싸게 달라""고 하며 구입했다. 돌아오는 길에 김태원은 '시장표 꽃무늬 옷'을 입고..."
카메라로 옷 사이즈 측정해주는 프로그램 개발,2011.11.14,보도에 따르면 '가상 재단사'라는 이름의 이 컴퓨터 프로그램은 웹캠으로 사람의 몸을 찍어 분석한 뒤 3분 안에 몸에 맞는 옷 크기를 추천해준다. 독일 베를린에 위치한 웹사이트 전문 기업 업클로드(Upcload)가 개발한 이...
온라인 쇼핑 '사이즈 오류' 이제 끝...비결은?,2011.11.14,영국 데일리메일은 14일 웹캠 앞에서 자신의 몸을 드러내면 그대로 몸을 스캔해 3분 안에 몸매에 맞는 옷... 사이즈와 추천 의상을 보고 업클로드 사이트에 로그인해 구매하면 된다. 아사프 모세 업클로드의 최고경영자...
`수애 드레스` 만든 30대 女 대표 알고보니…,2011.12.09,또한 무조건 비싼 드레스가 좋은 줄로만 알고 고르는 예비 신부들에게 오히려 손해를 좀 보더라도 가장 어울리는 옷을 추천하기 위해 노력한다. 10년 동안 광고 한번 따로 하지 않았지만 고객들이 '알아서' 찾아오는 데에는...
"'우결' 이장우, 섹시한 여자 밝힌다는 폭로에 '식은땀'",2011.12.24,"궁지에 몰린 이장우는 ""섹시한 여자를 밝히는 게 아니라 우리 와이프가 귀여움과 애교도 많은데 섹시함도 있으니 좋을 뿐""이라고 해명했지만, 폭로 여성들은 ""그런데 왜 언니한테 옷을 추천해줄 때도 굳이 브이넥을..."
"‘우결’ 이장우, 함은정에 브이넥 추천 “섹시녀 좋아해”",2011.12.24,아니라 여러 모습 중에 섹시한 것도 좋아하는 것이다”고 변명했다. 지인들은 “함은정에게도 옷을 추천할 때 브이넥을 입으라고 한다”고 했다. 이장우는 얼굴을 붉히며 들지 못했다. 함은정은 즐거운 표정이었다. 박정현
"[인터뷰] 스타일리스트 윤슬기 ""모든 남자배우들이 제 손을 거쳐야 하는 이유...",2011.12.26,"자신이 맡은 연기자는 물론 패션에 고민되는 남성들을 위해 ‘내 남자친구에게 입히고 싶은 옷 추천’을 취지로 쇼핑몰을 시작하게 됐다고. 운영방식에 차별성은 남자 스타일리스트, 에디터 같은 전문가분들로부터..."
[E매거진] '실제 같아'…예능 프로그램 속 인기커플들,2011.12.27,"지인들은 ""함은정에게도 옷을 추천할 때 브이넥을 입으라고 한다""고 했다. 이장우는 얼굴을 붉히며 들지 못하며 솔직한 모습을 보여줬다. MBC '우리들의 일밤-나는 가수다'에도 커플이 있다. 개그맨 김태현(33)은 가수..."
'2025년 스마트세상' 모든일 로봇이..인간은 뭐하나?,2012.03.05,"# 주부 우현경씨는 날씨, 기분, 생체리듬 등을 감안해 옷을 추천해 주는 스마트 옷장 마이클로젯으로 남편 및 아들의 출근복을 준비한다. 첨단 기술의 스마트기기 마이쉐프 덕분에 재료 주문과 요리도 자동화돼 음식..."
"‘신만찬’ 성유리, 상큼 발랄 ‘봄의 여신’ 변신",2012.03.19,지난 18일 방송에서 백설희(김보연 분)는 고준영(성유리 분)과 함께 한식 연구회 바자회에 참석하기 위해 새로운 스타일의 옷을 추천. 준영을 완벽 변신시켜 그녀의 미모를 더 빛나게 했다. 새벽 이른 시간부터 진행된 이날...
"성유리, 상큼발랄 봄패션 ‘여신 포스’",2012.03.19,지난 18일 방송에서 백설희(김보연 분)는 고준영(성유리 분)과 함께 한식 연구회 바자회에 참석하기 위해 새로운 스타일의 옷을 추천. 준영을 완벽 변신시켜 그녀의 미모를 더 빛나게 했다. 특히 새벽 이른 시간부터 진행된...
"'신만찬' 성유리, 점퍼 벗고 '봄의 여신' 변신 '상큼'",2012.03.19,지난 18일 방송에서 백설희(김보연 분)는 고준영(성유리 분)과 함께 한식 연구회 바자회에 참석하기 위해 새로운 스타일의 옷을 추천. 준영을 완벽 변신시켜 그녀의 미모를 더 빛나게 했다. 새벽 이른 시간부터 진행된...
"성유리, 상큼 발랄한 봄의 여신으로 변신",2012.03.19,지난 18일 방송에서 백설희(김보연 분)는 고준영(성유리 분)과 함께 한식 연구회 바자회에 참석하기 위해 새로운 스타일의 옷을 추천. 준영을 완벽 변신시켜 그녀의 미모를 더 빛나게 했다. 새벽 이른 시간부터 진행된 이날...
"‘신들의 만찬’ 성유리, 상큼 발랄 봄의 여신으로 변신!",2012.03.19,18일 방송에서 백설희(김보연 분)는 고준영(성유리 분)과 함께 한식 연구회 바자회에 참석하기 위해 새로운 스타일의 옷을 추천. 준영을 완벽 변신시켜 그녀의 미모를 더 빛나게 했다. 새벽 이른 시간부터 진행된 이날...
"'신들의 만찬' 성유리, 상큼발랄 '봄의 여신' 변신",2012.03.19,"지난 18일 방송에서 백설희(김보연 분)는 고준영(성유리 분)과 함께 한식 연구회 바자회에 참석하기 위해 새로운 스타일의 옷을 추천, 준영을 완벽 변신시켰다. 새벽 이른 시간부터 진행된 이날 촬영에서 성유리는 극중..."
"성유리 봄의 여신 변신...""역시 원조 여신~!""",2012.03.21,지난 18일 방송에서 백설희(김보연 분)는 고준영(성유리 분)과 함께 한식 연구회 바자회에 참석하기 위해 새로운 스타일의 옷을 추천. 준영을 완벽 변신시켜 그녀의 미모를 더 빛나게 했다. 새벽 이른 시간부터 진행된...
성유리 봄의 여신 ‘날이 갈수록 미모 상승’ 상큼 매력 발산,2012.03.21,이날 방송에서 백설희(김보연 분)는 고준영(성유리 분)과 함께 한식 연구회 바자회에 참석하기 위해 봄의 여신 스타일의 옷을 추천해 준영을 완벽 변신시켰다. 성유리는 노란색 네크라인 포인트가 있는 베이지백...
성유리 봄의여신 ‘드디어 털털패션 벗은 패셔니스타’,2012.03.21,"지난 3월 18일 방송에서 백설희(김보연 분)는 고준영(성유리 분)과 함께 한식 연구회 바자회에 참석하기 위해 새로운 스타일의 옷을 추천, 준영을 완벽 변신시켜 미모를 더 빛나게 만들었다. 이른 시간부터 진행된 이날..."
성유리 봄의 여신 '성유리는 아이유 카라원피스를 좋아해?',2012.03.21,3월18일 방송된 MBC 주말특별기획 '신들의 만찬'에서 백설희(김보연)는 고준영(성유리)과 함께 한식 연구회 바자회에 참석하기 위해 새로운 스타일의 옷을 추천해 줬다. 이에 성유리는 완벽하게 스타일을 변신해 그의...
성유리 봄의 여신 “중성적 매력 벗고 상큼함 대 방출”,2012.03.21,"지난 18일 방송에서 백설희(김보연 분)는 고준영(성유리 분)과 함께 한식 연구회 바자회에 참석하기 위해 새로운 스타일의 옷을 추천, 준영을 완벽 변신시켜 그녀의 미모를 더 빛나게 했다. 배우 성유리가 MBC 드라마..."
[Coordination] 비즈니스 정장의 위트 있는 변신,2012.04.05,"이를 극복하기 위한 방법으로 요일별 옷 입기를 추천한다. 회사 안팎에서 미팅이 많은 월요일부터 수요일까지는 포멀한 느낌으로, 목요일과 금요일은 컬러와 소재, 디테일에 포인트를 주는 캐주얼한 느낌의 슈트..."
[아웃도어]봄산행 옷은 ‘기능성 장비’ 어떤 옷을 입어야할까,2012.04.12,"낮은 산, 올레길 등을 다닐 땐 ‘트레킹 제품’으로 나온 의류를 고르길 추천했다. 특히 얇고 가벼우면서... 옷을 추천해주는 것이다. K2 이태학 사업본부장은 “아웃도어 의류는 다양한 기능 때문에 자신의 산행..."
"[다시뛰는SW](20)박재호 와이즈넛 대표, ""검색만 생각했다""",2012.04.12,"가령 오늘 날씨가 어떠냐고 물어보면 단순 결과만 던져주는 것이 아니라 밖에 날씨가 어떻고, 지금은 봄이니 어떤 옷을 입으면 좋겠다고 추천해주는 것이죠. 날씨 관련 정보와 전혀 다른 정보들을 연동해서 추천하는..."
[아웃도어]북악산·남산·인왕산… 산마다 어울리는 옷은 따로있다,2012.04.12,산세 험한 북악산은 투습성 뛰어난 기능성 재킷 연인들이 가기 좋은 남산은 세련된 스타일 추천 가족과... 고어코리아는 트레킹 상황별로 적합한 기능성 소재 옷과 추천 코스를 소개했다. 서울 시내 산 중에서도 형세가...
[김인만의 부동산돋보기]창업시장에서 살아남으려면①,2012.04.24,미각 둔한 사람이 음식장사를 하게 되면 분명 이 집 음식 맛이 왜이래 하는 평가가 나올 것이고 패션 감각이 없는 사람이 의류 업을 한다면 손님한테 어울리는 옷을 추천해 줄 수 없다. 무뚝뚝하고 불친절한 사람이...
"따뜻한 봄, 여성의류 원피스 스타일링 제안",2012.04.26,이 때문에 원피스는 트렌드 세터들이 가장 코디하기 좋은 옷으로 추천한다. 평소 예쁜 원피스를 어떻게 하면... 모던하고 미니멀한 오피스룩을 즐겨 입는다면 클래식한 디자인의 무채색 핸드백을 추천한다. 여성의류...
'신만찬' 성유리는 왜 하필 옷가게에서 유자차만 마실까?,2012.05.04,특히 그들이 옷을 정리하거나 손님에게 옷을 추천하는 모습에서도 이 브랜드가 계속 노출되고 손님들을 통해 이 의류 브랜드의 타깃층도 자연스럽게 보여주는 효과가 있다. 민정은 아예 이 브랜드의 옷을 입고 촬영에...
"디아블로3 야만용사 공략, 생존에 철저히 대비하라!",2012.05.17,철갑옷을 추천한다. 철갑옷의 경우 방어도를 25%증가 시켜 주므로 방패를 함께 장착하면 큰 효과를 볼 수... 물론 가장 추천하는 아이템 옵션은 힘과 생명력을 상승시켜 주는 활력이 함께 붙어있는 아이템이 좋다. 하지만...
"버스커 장범준 알고보니 깔창 마니아 “사장님, 깔창 주세요”",2012.05.18,"한혜연과 장범준은 한 의류 매장에 들어갔고 한혜연은 ""이거 우리 범준이 입으면 예쁘겠다""며 옷을 추천했다. 한혜연이 추천한 옷을 입고 나온 장범준은 거울을 보자마자 ""깔창 좀 주세요. 긴바지 입을 때는 깔창이 꼭..."
[TD포토] 유진 '옷도 직접 추천해드립니다',2012.06.09,"[티브이데일리 S.E.S 그린하트 바자회가 9일 오후 서울 강남구 논현동 굿바이셀리에서 열렸다. 이날 원조 걸그룹 S.E.S(바다, 유진, 슈)가 그린하트 바자회에 참석했다. 어려운 환경에서 살고 있는 재능있는 어린 첼리스트..."
